"Bug ID","Product","Component","Assignee","Status","Severity","Resolution","Summary","Changed","Alias","Assignee Real Name","Blocks","Depends on","Hardware","Keywords","Last Visit","Number of Comments","Opened","OS","Personal Tags","Priority","Reporter","Reporter Real Name","Summary","Target Milestone","URL","Version","Votes"
37630,"POI","HSSF","dev","RESOLVED","major","FIXED","RecordFormatException: java.lang.UnsupportedOperationException: 60 (96)","2008-12-01 23:37:00",,"POI Developers List",,,"Other",,,6,"2005-11-24 15:29:07","other",,"P2","richts","juergen","RecordFormatException: java.lang.UnsupportedOperationException: 60 (96)"," ---",,"3.0-dev",0
37637,"POI","HSSF","dev","RESOLVED","normal","FIXED","Memory and Perfomace-Optimizations","2006-01-02 23:27:12",,"POI Developers List",,,"Other",,,5,"2005-11-25 13:40:31","other",,"P2","oliver.henning","Oliver Henning","Memory and Perfomace-Optimizations"," ---",,"3.0-dev",0
37684,"POI","HSSF","dev","RESOLVED","blocker","FIXED","Unhandled Continue Record Error","2008-01-19 06:42:40",,"POI Developers List",,,"Other",,,7,"2005-11-29 10:01:15","Windows NT",,"P2","savithapapanna","Savitha Papanna","Unhandled Continue Record Error"," ---",,"unspecified",0
37883,"POI","HSSF","dev","RESOLVED","normal","WORKSFORME","[WARNING] Unknown Ptg 3c (60)","2006-07-11 19:50:28",,"POI Developers List",,,"Other",,,3,"2005-12-13 09:30:30","Windows XP",,"P2","suryashravan","Shravan Battula","[WARNING] Unknown Ptg 3c (60)"," ---",,"2.5-FINAL",0
37884,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","[WARNING] Unknown Ptg 3c (60)","2006-07-11 19:48:59",,"POI Developers List",,,"Other",,,2,"2005-12-13 09:33:50","Windows XP",,"P2","suryashravan","Shravan Battula","[WARNING] Unknown Ptg 3c (60)"," ---",,"2.5-FINAL",0
38230,"POI","HSSF","dev","RESOLVED","major","FIXED","[PATCH] UnicodeString#fillFields invalid read of non US characters >=128 and <=255","2006-01-17 01:17:48",,"POI Developers List",,,"All","PatchAvailable",,3,"2006-01-11 23:28:56","other",,"P2","per.sil","Perolo Silantico","[PATCH] UnicodeString#fillFields invalid read of non US characters >=128 and <=255"," ---",,"3.0-dev",0
38238,"POI","HSSF","dev","RESOLVED","blocker","WONTFIX","error in row.createCell (classCastExeption)","2006-01-12 18:19:40",,"POI Developers List",,,"PC",,,2,"2006-01-12 12:38:23","Windows 2000",,"P2","brk_c","barak cohen","error in row.createCell (classCastExeption)"," ---",,"1.5.1",0
38266,"POI","HSSF","dev","RESOLVED","normal","FIXED","NPE when adding a row break","2007-04-16 04:02:25",,"POI Developers List",,,"PC",,,2,"2006-01-13 21:19:38","Windows XP",,"P2","alex.savitsky","Alex Savitsky","NPE when adding a row break"," ---",,"2.5-FINAL",0
38267,"POI","HSSF","dev","RESOLVED","enhancement","WONTFIX","Doesn't reset the merged regions in the target region of shiftRows","2015-03-01 21:42:59",,"POI Developers List",,,"PC",,,3,"2006-01-13 21:24:28","Windows XP",,"P2","alex.savitsky","Alex Savitsky","Doesn't reset the merged regions in the target region of shiftRows"," ---",,"2.5-FINAL",0
38358,"POI","HSSF","dev","RESOLVED","critical","FIXED","Unable to parse formula for function from analysis toolpack","2010-06-03 07:26:52",,"POI Developers List",,,"All",,,7,"2006-01-23 21:29:30","All",,"P2","pitilezard","PiTiLeZarD","Unable to parse formula for function from analysis toolpack"," ---",,"3.0-dev",0
38432,"POI","HSSF","dev","RESOLVED","normal","FIXED","how can i change direction of a sheet (to be right to left)","2011-06-24 12:29:19",,"POI Developers List",,,"Other",,,3,"2006-01-29 13:01:09","Windows 2000",,"P2","brk_c","barak cohen","how can i change direction of a sheet (to be right to left)"," ---",,"2.5-FINAL",0
38486,"POI","HSSF","dev","RESOLVED","normal","FIXED","Error retrieving cell background colour in Excel 2003","2006-07-24 05:18:13",,"POI Developers List",,,"PC",,,2,"2006-02-02 11:19:42","Windows XP",,"P2","thestonefox","Stonefox","Error retrieving cell background colour in Excel 2003"," ---",,"2.5-FINAL",0
38607,"POI","HSSF","dev","RESOLVED","major","DUPLICATE","POI corrupts sheets containing EndSubRecord due to bug in RecordInputStream","2007-01-12 06:46:43",,"POI Developers List",,,"Other",,,6,"2006-02-10 12:14:26","other",,"P2","mth-asf","Matt Hillsdon","POI corrupts sheets containing EndSubRecord due to bug in RecordInputStream"," ---",,"3.0-dev",0
38641,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] Use the calendar's timezone in HSSFCell.setCellValue(Calendar)","2008-02-07 08:53:46",,"POI Developers List",,,"Other",,,4,"2006-02-14 14:32:45","other",,"P2","hak","Hack Kampbjorn","[PATCH] Use the calendar's timezone in HSSFCell.setCellValue(Calendar)"," ---",,"3.0-dev",0
38718,"POI","HSSF","dev","RESOLVED","blocker","INVALID","opening 2 excel worksheets at a time","2006-02-20 06:01:29",,"POI Developers List",,,"Other",,,2,"2006-02-20 12:52:43","Windows XP",,"P2","chandrasekharan","chandrasekhar","opening 2 excel worksheets at a time"," ---",,"unspecified",0
38738,"POI","HSSF","dev","RESOLVED","major","FIXED","Difference in Excel file between ""Open and Save"" versus ""Save""","2007-04-14 04:11:12",,"POI Developers List",,,"PC",,,5,"2006-02-21 17:39:58","Windows XP",,"P2","azelinsk","Alex Zelinski","Difference in Excel file between ""Open and Save"" versus ""Save"""," ---",,"2.5-FINAL",1
38796,"POI","HSSF","dev","RESOLVED","normal","FIXED","NullPointerException at org.apache.poi.hssf.usermodel.HSSFSheet.isRowBroken(HSSFSheet.java:1129)","2006-08-27 04:14:33",,"POI Developers List",,,"PC",,,2,"2006-02-27 18:09:18","other",,"P2","sudha_rv","SV","NullPointerException at org.apache.poi.hssf.usermodel.HSSFSheet.isRowBroken(HSSFSheet.java:1129)"," ---",,"2.5-FINAL",0
38906,"POI","HSSF","dev","RESOLVED","normal","INVALID","repairs while opening downloaded excel","2009-02-18 10:29:57",,"POI Developers List",,,"Other",,,4,"2006-03-09 09:55:11","Windows XP",,"P2","arshiya.ali","Arshiya Ali","repairs while opening downloaded excel"," ---",,"2.5-FINAL",0
38921,"POI","HSSF","dev","RESOLVED","critical","FIXED","findSimilarColor is isn't  working","2008-03-24 10:14:22",,"POI Developers List",,,"PC",,,5,"2006-03-10 15:48:53","Windows 2000",,"P2","victornie2002","Victor Nieto","findSimilarColor is isn't  working"," ---",,"2.5-FINAL",4
38976,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] added createPicture to HSSFShapeGroup","2007-04-16 04:12:26",,"POI Developers List",,,"Other",,,3,"2006-03-15 11:02:11","other",,"P2","bodo.zunker","Bodo Zunker","[PATCH] added createPicture to HSSFShapeGroup"," ---",,"3.0-dev",1
39136,"POI","HSSF","dev","RESOLVED","enhancement","DUPLICATE","[PATCH] Implementation of PercentPtg","2006-07-11 19:33:26",,"POI Developers List",,,"Other","PatchAvailable",,4,"2006-03-28 23:35:56","other",,"P2","trejkaz","Trejkaz (pen name)","[PATCH] Implementation of PercentPtg"," ---",,"3.0-dev",0
39190,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","protected worksheet","2006-10-25 08:08:05",,"POI Developers List",,,"Other",,,9,"2006-04-03 20:31:01","other",,"P2","rnice","Robert Nice","protected worksheet"," ---",,"3.0-dev",0
39246,"POI","HSSF","dev","RESOLVED","critical","WONTFIX","Unable to Read values from Formula generated excel cells.","2008-12-29 09:01:28",,"POI Developers List",,,"PC",,,2,"2006-04-07 20:43:26","Windows XP",,"P2","mahamud.mahamed","Levan Mahamed","Unable to Read values from Formula generated excel cells."," ---",,"2.5-FINAL",0
39365,"POI","HSSF","dev","RESOLVED","normal","FIXED","Can not set a formula which is not a excel to HSSF","2008-05-10 17:42:52",,"POI Developers List",,,"Other",,,2,"2006-04-20 13:44:59","other",,"P2","xxpitch","Allen Hoo","Can not set a formula which is not a excel to HSSF"," ---",,"2.5-FINAL",0
39389,"POI","HSSF","dev","RESOLVED","normal","FIXED","Excel doesn't display extended ASCII WingDings.","2007-01-12 03:54:06",,"POI Developers List",,,"Other",,,7,"2006-04-24 10:01:57","other",,"P2","yegor","Yegor Kozlov","Excel doesn't display extended ASCII WingDings."," ---",,"unspecified",0
39392,"POI","HSSF","dev","RESOLVED","normal","WONTFIX","Error in subsequent calls HSSFDataFormat.getFormat()","2009-04-04 06:19:13",,"POI Developers List",,,"Other",,,5,"2006-04-24 12:27:42","Windows 2000",,"P2","zdenek.hrib","Zdenek Hrib","Error in subsequent calls HSSFDataFormat.getFormat()"," ---",,"3.0-dev",0
39446,"POI","HSSF","dev","RESOLVED","normal","INVALID","HSSFROW.getCell IS NULL","2008-01-08 09:53:37",,"POI Developers List",,,"Other",,,1,"2006-04-28 14:10:07","other",,"P2","hari_rajaram","Hari Rajaram","HSSFROW.getCell IS NULL"," ---",,"2.0-FINAL",0
39472,"POI","HSSF","dev","RESOLVED","minor","WONTFIX","Wrong behaviour when setting cell value to dates between 1900-01-01 and 1900-02-28","2008-12-30 10:38:44",,"POI Developers List",,,"Other",,,3,"2006-05-03 15:42:56","All",,"P2","cosmacol","Cosma Colanicchia","Wrong behaviour when setting cell value to dates between 1900-01-01 and 1900-02-28"," ---",,"2.5-FINAL",4
39634,"POI","HSSF","dev","RESOLVED","normal","FIXED","HSSFWorkbook throwing intermittent exception on write()","2008-05-17 06:27:59",,"POI Developers List",,,"Other",,,8,"2006-05-22 23:22:02","other",,"P2","inordinateck","ck","HSSFWorkbook throwing intermittent exception on write()"," ---",,"3.0-dev",0
39903,"POI","HSSF","dev","RESOLVED","normal","FIXED","OutOfMemoryError reading Excel file when page count ""lies""","2008-05-23 00:42:51",,"POI Developers List",,,"Other","PatchAvailable",,7,"2006-06-27 01:12:08","other",,"P2","trejkaz","Trejkaz (pen name)","OutOfMemoryError reading Excel file when page count ""lies"""," ---",,"3.0-dev",0
39921,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","getLastRowNum broken for empty sheets","2006-09-05 06:26:50",,"POI Developers List",,,"Other",,,3,"2006-06-28 15:42:13","other",,"P2","cpuidle","Andreas Goetz","getLastRowNum broken for empty sheets"," ---",,"2.5-FINAL",0
39965,"POI","HSSF","dev","RESOLVED","normal","FIXED","grouping row stopped at 32769 row","2008-05-11 01:53:07",,"POI Developers List",,,"PC",,,2,"2006-07-05 11:49:56","Windows XP",,"P2","dm.smirnov","Dmitry Smirnov","grouping row stopped at 32769 row"," ---",,"3.0-dev",0
39998,"POI","HSSF","dev","RESOLVED","major","WORKSFORME","Conversion of numbers while reading through HSSF","2009-11-24 09:01:05",,"POI Developers List",,,"PC",,,6,"2006-07-10 06:56:56","Windows XP",,"P2","bhushan.tari","bhushan tari","Conversion of numbers while reading through HSSF"," ---",,"2.5-FINAL",0
40005,"POI","HSSF","dev","RESOLVED","normal","FIXED","Support Excel Ptg 0x2b (area error)","2006-07-28 22:03:51",,"POI Developers List",,40024,"Other",,,3,"2006-07-10 23:58:35","other",,"P2","trejkaz","Trejkaz (pen name)","Support Excel Ptg 0x2b (area error)"," ---",,"3.0-dev",0
40006,"POI","HSSF","dev","RESOLVED","normal","FIXED","Support Excel Ptg 0x11 (range)","2006-07-28 22:02:20",,"POI Developers List",,40024,"Other",,,2,"2006-07-11 01:27:20","other",,"P2","trejkaz","Trejkaz (pen name)","Support Excel Ptg 0x11 (range)"," ---",,"3.0-dev",0
40007,"POI","HSSF","dev","RESOLVED","normal","FIXED","Support Excel Ptg 0x1c (err)","2006-07-28 22:01:29",,"POI Developers List",,40024,"Other",,,2,"2006-07-11 01:48:36","other",,"P2","trejkaz","Trejkaz (pen name)","Support Excel Ptg 0x1c (err)"," ---",,"3.0-dev",0
40008,"POI","HSSF","dev","RESOLVED","normal","FIXED","Support Excel Ptg 0x1a (sheet)","2009-11-04 19:00:24",,"POI Developers List",,,"Other",,,6,"2006-07-11 01:51:11","other",,"P2","trejkaz","Trejkaz (pen name)","Support Excel Ptg 0x1a (sheet)"," ---",,"3.2-FINAL",0
40009,"POI","HSSF","dev","RESOLVED","normal","FIXED","Support Excel Ptg 0x0f (intersection)","2006-07-28 22:01:38",,"POI Developers List",,40024,"Other",,,2,"2006-07-11 01:53:53","other",,"P2","trejkaz","Trejkaz (pen name)","Support Excel Ptg 0x0f (intersection)"," ---",,"3.0-dev",0
40024,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] Support for more Ptgs","2006-07-28 00:42:57",,"POI Developers List","30862, 40005, 40006, 40007, 40009",,"Other","PatchAvailable",,16,"2006-07-12 04:46:40","other",,"P2","trejkaz","Trejkaz (pen name)","[PATCH] Support for more Ptgs"," ---",,"3.0-dev",0
40028,"POI","HSSF","dev","RESOLVED","normal","WONTFIX","NaN Cell Value appears as 3.48484087130803E+308","2008-05-05 19:43:13",,"POI Developers List",,,"PC",,,3,"2006-07-12 12:17:39","All",,"P2","rodrigo.vega.bs.as.arg","Rodrigo Vega","NaN Cell Value appears as 3.48484087130803E+308"," ---",,"unspecified",0
40034,"POI","HSSF","dev","RESOLVED","normal","FIXED","SUMIF does not work with cells from different sheet.","2008-05-08 23:27:06",,"POI Developers List",,,"Other",,,2,"2006-07-12 23:59:30","other",,"P2","iain.brown","Iain Brown","SUMIF does not work with cells from different sheet."," ---",,"2.5-FINAL",0
40039,"POI","HSSF","dev","RESOLVED","normal","WONTFIX","Excel file repaired after being created","2009-02-18 10:48:53",,"POI Developers List",,,"Other",,,6,"2006-07-13 17:12:40","Windows XP",,"P2","xpto2k3","Nuno Santos","Excel file repaired after being created"," ---",,"unspecified",0
40128,"POI","HSSF","dev","RESOLVED","major","LATER","HSSFDateUtil.isCellDateFormatted(cell) returns false when the cell is formatted as a date","2012-10-30 08:55:51",,"POI Developers List",,,"Other","NeedsReleaseNote",,21,"2006-07-27 20:23:20","other",,"P2","leo.torbochkin","Leo","HSSFDateUtil.isCellDateFormatted(cell) returns false when the cell is formatted as a date"," ---",,"3.0-dev",2
40164,"POI","HSSF","dev","RESOLVED","minor","WORKSFORME","Read Excel file with Filter on first line generate an ArrayIndexOutOfBoundsException","2006-08-27 05:02:53",,"POI Developers List",,,"Other",,,3,"2006-08-02 14:15:49","Windows 2000",,"P2","yves.galante","Yves Galante","Read Excel file with Filter on first line generate an ArrayIndexOutOfBoundsException"," ---",,"2.5-FINAL",0
40267,"POI","HSSF","dev","RESOLVED","normal","FIXED","Typo in HSSFColor.getTripletHash()","2006-08-18 00:42:44",,"POI Developers List",,,"Other",,,3,"2006-08-16 14:47:20","other",,"P2","richard.bounds","Richard Bounds","Typo in HSSFColor.getTripletHash()"," ---",,"unspecified",0
40285,"POI","HSSF","dev","RESOLVED","normal","FIXED","CellIterator Skips First Column","2007-01-16 01:46:18",,"POI Developers List",,,"All","PatchAvailable",,5,"2006-08-18 13:58:44","other",,"P2","apache","Danny Brain","CellIterator Skips First Column"," ---",,"3.0-dev",0
40296,"POI","HSSF","dev","RESOLVED","normal","FIXED","HSSFCell.setCellFormula throws ClassCastException if cell is created using HSSFRow.createCell(short column, int type)","2007-01-16 01:47:13",,"POI Developers List",,,"PC",,,3,"2006-08-22 17:41:00","Windows XP",,"P2","peterl","Peter Lachall","HSSFCell.setCellFormula throws ClassCastException if cell is created using HSSFRow.createCell(short column, int type)"," ---",,"2.5-FINAL",0
40318,"POI","HSSF","dev","RESOLVED","major","INVALID","workbook.getBytes() method not working?","2006-08-28 11:17:19",,"POI Developers List",,,"PC",,,2,"2006-08-25 08:39:39","Windows XP",,"P2","ishanbhatt","Ishan Bhatt","workbook.getBytes() method not working?"," ---","http://jakarta.apache.org/poi/hssf/quick-guide.html#ReadWriteWorkbook","2.5-FINAL",0
40339,"POI","HSSF","dev","RESOLVED","major","FIXED","HSSF: Compilation failed for org.apache.poi.hssf.record.formula.Ref3DPtg","2006-08-29 07:49:23",,"POI Developers List",,,"Other",,,2,"2006-08-29 06:05:59","other",,"P2","yegor","Yegor Kozlov","HSSF: Compilation failed for org.apache.poi.hssf.record.formula.Ref3DPtg"," ---",,"unspecified",0
40460,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","java.lang.ClassCastException: org.apache.poi.hssf.record.LabelRecord","2008-05-05 20:18:32",,"POI Developers List",,,"Other",,,4,"2006-09-11 08:37:19","Windows XP",,"P2","hepzibahr","Hepzibah Rajulah","java.lang.ClassCastException: org.apache.poi.hssf.record.LabelRecord"," ---",,"unspecified",0
40505,"POI","HSSF","dev","RESOLVED","minor","WONTFIX","HSSFWorkbook","2007-04-19 10:29:55",,"POI Developers List",,,"All",,,3,"2006-09-14 06:20:33","Windows XP",,"P2","e_christov","Evgeniy Hristov","HSSFWorkbook"," ---",,"unspecified",0
40520,"POI","HSSF","dev","RESOLVED","normal","FIXED","HSSFFont.applyFont() formats wrong parts of HSSFRichTextString","2009-01-29 08:06:31",,"POI Developers List",,,"PC",,,3,"2006-09-15 13:22:42","Windows XP",,"P2","Martin.Jost","Martin Jost","HSSFFont.applyFont() formats wrong parts of HSSFRichTextString"," ---",,"3.0-dev",0
40548,"POI","HSSF","dev","RESOLVED","normal","FIXED","Exception in ExternSheetRecord while setting Repeating Rows and Columns","2008-12-29 16:06:38",,"POI Developers List",,,"All",,,9,"2006-09-19 16:50:58","other",,"P2","rich.renomeron","Rich Renomeron","Exception in ExternSheetRecord while setting Repeating Rows and Columns"," ---",,"3.0-dev",0
40596,"POI","HSSF","dev","RESOLVED","normal","FIXED","to set cell border","2007-04-15 00:17:34",,"POI Developers List",,,"Other",,,2,"2006-09-24 23:17:02","other",,"P2","moon_5in","Kumar","to set cell border"," ---",,"3.0-dev",0
40738,"POI","HSSF","dev","RESOLVED","major","FIXED","Excel autofilter problem","2007-04-16 03:59:21",,"POI Developers List",,,"PC",,,2,"2006-10-12 00:43:18","Windows XP",,"P2","daniel","Daniel Dacila","Excel autofilter problem"," ---",,"2.5-FINAL",4
40786,"POI","HSSF","dev","RESOLVED","normal","FIXED","#N/D Excel error in cell Forumula","2008-05-10 17:35:45",,"POI Developers List",,,"PC",,,4,"2006-10-18 04:00:04","Windows XP",,"P2","ecdic","Simone","#N/D Excel error in cell Forumula"," ---",,"unspecified",0
40829,"POI","HSSF","dev","RESOLVED","normal","INVALID","file corrupt if sheets with printTitleRows set are removed","2014-07-28 18:01:54",,"POI Developers List",,,"All",,,3,"2006-10-27 07:35:26","Windows XP",,"P2","M.Bisping","Meikel Bisping","file corrupt if sheets with printTitleRows set are removed"," ---",,"3.0-dev",0
40840,"POI","HSSF","dev","RESOLVED","normal","FIXED","Directory node entry ""WORKBOOK"" instead of ""Workbook""","2006-11-30 08:17:12",,"POI Developers List",,,"All",,,4,"2006-10-29 04:19:44","Windows XP",,"P2","stehau","Steffen","Directory node entry ""WORKBOOK"" instead of ""Workbook"""," ---",,"2.5-FINAL",0
40853,"POI","HSSF","dev","RESOLVED","normal","INVALID","Some of the outlines are collapsed, some of them are not","2014-07-28 18:05:16",,"POI Developers List",,,"PC",,,3,"2006-10-31 09:36:03","Windows XP",,"P2","fulgutza","DeadWitch","Some of the outlines are collapsed, some of them are not"," ---",,"3.0-FINAL",1
41026,"POI","HSSF","dev","RESOLVED","major","FIXED","[PATCH] ArrayIndexOutOfBoundsException in ValueRecordsAggregate.rowHasCells","2007-03-05 02:38:19",,"POI Developers List",,,"All","PatchAvailable",,7,"2006-11-23 05:45:27","other",,"P2","julien.ayme","Julien Aymé","[PATCH] ArrayIndexOutOfBoundsException in ValueRecordsAggregate.rowHasCells"," ---",,"3.0-dev",0
41027,"POI","HSSF","dev","RESOLVED","normal","FIXED","[INFO NEEDED]Sorting numeric columns with blank values","2008-05-11 02:05:22",,"POI Developers List",,,"Other",,,3,"2006-11-23 06:10:08","Linux",,"P2","aidan.holmes","Aidan Holmes","[INFO NEEDED]Sorting numeric columns with blank values"," ---",,"2.5-FINAL",0
41038,"POI","HSSF","dev","RESOLVED","blocker","FIXED","corrupte output XLS file ( read existing xls then write without modification )","2008-05-08 16:20:07",,"POI Developers List",42420,,"PC",,,5,"2006-11-24 07:08:18","Windows 2000",,"P2","neuser1","neuser jp","corrupte output XLS file ( read existing xls then write without modification )"," ---",,"3.0-dev",0
41139,"POI","HSSF","dev","RESOLVED","normal","FIXED","Constructing HSSFWorkbook is failed,threw ArrayIndexOutOfBoundsException for creating UnknownRecord","2008-01-19 06:53:21",,"POI Developers List",,,"PC",,,4,"2006-12-08 18:23:04","Windows XP",,"P2","zealz","zealz","Constructing HSSFWorkbook is failed,threw ArrayIndexOutOfBoundsException for creating UnknownRecord"," ---",,"2.5-FINAL",0
41161,"POI","HSSF","dev","RESOLVED","normal","LATER","getDateCellValue() doesn't deal with formula cells returning a date.","2011-02-25 17:16:04",,"POI Developers List",,,"All",,,3,"2006-12-12 09:09:48","other",,"P2","adam.buchbinder","Adam Buchbinder","getDateCellValue() doesn't deal with formula cells returning a date."," ---",,"unspecified",0
41187,"POI","HSSF","dev","RESOLVED","major","FIXED","Problem reading xls files created by Perl module Spreadsheet::WriteExcel (missing row records)","2008-05-11 01:25:05",,"POI Developers List",,,"PC",,,11,"2006-12-15 22:10:13","Linux",,"P2","hubertwslin","Hubert Lin","Problem reading xls files created by Perl module Spreadsheet::WriteExcel (missing row records)"," ---",,"3.0-dev",1
41198,"POI","HSSF","dev","RESOLVED","normal","FIXED","HSSF: Support for excel cell comments","2007-03-12 09:16:11",,"POI Developers List",,,"Other",,,14,"2006-12-18 00:19:00","other",,"P2","yegor","Yegor Kozlov","HSSF: Support for excel cell comments"," ---",,"unspecified",0
41223,"POI","HSSF","dev","RESOLVED","enhancement","FIXED","Simple image extraction for HSSFWorkbook","2007-04-16 03:51:49",,"POI Developers List",,,"Other",,,4,"2006-12-20 14:49:36","other",,"P2","trejkaz","Trejkaz (pen name)","Simple image extraction for HSSFWorkbook"," ---",,"3.0-dev",0
41242,"POI","HSSF","dev","RESOLVED","critical","FIXED","HSSF: RecordInputStream does not read EndSubRecord","2007-01-12 06:46:44",,"POI Developers List",,,"Other",,,7,"2006-12-26 02:53:39","other",,"P2","yegor","Yegor Kozlov","HSSF: RecordInputStream does not read EndSubRecord"," ---",,"unspecified",0
41248,"POI","HSSF","dev","RESOLVED","normal","WONTFIX","Import into Access Fails","2008-05-10 20:01:50",,"POI Developers List",,,"Other",,,3,"2006-12-27 20:28:04","Windows XP",,"P2","barlock","Chris Barlock","Import into Access Fails"," ---",,"2.5-FINAL",0
41366,"POI","HSSF","dev","RESOLVED","normal","FIXED","[HSSF] Bugzilla cleanup","2007-01-16 07:26:28",,"POI Developers List",,,"Other",,,6,"2007-01-15 04:29:06","other",,"P2","yegor","Yegor Kozlov","[HSSF] Bugzilla cleanup"," ---",,"3.0-dev",0
41415,"POI","HSSF","dev","RESOLVED","normal","INVALID","HSSFWorkbook getBytes() method removes macro","2007-01-19 10:17:46",,"POI Developers List",,,"PC",,,3,"2007-01-19 08:37:04","Windows XP",,"P2","mikhailguzman","Michael Guzman","HSSFWorkbook getBytes() method removes macro"," ---",,"3.0-dev",0
41478,"POI","HSSF","dev","RESOLVED","normal","LATER","HSSFDataFormat builtin values are wrong","2010-06-04 10:50:10",,"POI Developers List",,,"Other",,,5,"2007-01-26 15:48:35","other",,"P2","dchristianson","David Christianson","HSSFDataFormat builtin values are wrong"," ---",,"2.5-FINAL",0
41567,"POI","HSSF","dev","RESOLVED","critical","FIXED","No more than 8 ActiveX Controls per Workbook","2007-05-23 03:10:36",,"POI Developers List",,,"Other",,,7,"2007-02-08 05:16:13","other",,"P2","wiesen","Markus Wiesen","No more than 8 ActiveX Controls per Workbook"," ---",,"2.5-FINAL",0
41726,"POI","HSSF","dev","RESOLVED","normal","FIXED","Signed cell offsets are not implemented for shared formulas","2008-01-22 06:49:15",,"POI Developers List",,,"Other",,,6,"2007-02-28 05:15:54","other",,"P2","ce","Christian Eckerle","Signed cell offsets are not implemented for shared formulas"," ---",,"3.0-dev",0
41761,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] NullPointerException in Sheet#serializeIndexRecord","2007-03-20 08:01:13",,"POI Developers List",,,"Other","PatchAvailable",,7,"2007-03-05 01:53:56","other",,"P2","julien.ayme","Julien Aymé","[PATCH] NullPointerException in Sheet#serializeIndexRecord"," ---",,"3.0-dev",0
41832,"POI","HSSF","dev","RESOLVED","normal","WORKSFORME","null returned when reading a formula cell","2008-01-08 09:51:23",,"POI Developers List",,,"Other",,,3,"2007-03-13 13:22:22","other",,"P2","belko","Bob","null returned when reading a formula cell"," ---",,"2.5-FINAL",1
41906,"POI","HSSF","dev","RESOLVED","normal","FIXED","bug in SUMIF formula","2008-05-06 08:56:51",,"POI Developers List",,,"All",,,7,"2007-03-20 09:41:27","other",,"P2","enterit","enterit","bug in SUMIF formula"," ---",,"3.0-dev",6
41919,"POI","HSSF","dev","RESOLVED","enhancement","WONTFIX","get  maximum number of columns (or last col number) on sheet","2009-05-19 00:49:45",,"POI Developers List",,,"PC",,,3,"2007-03-21 08:18:07","Linux",,"P2","gwghome","Glenn","get  maximum number of columns (or last col number) on sheet"," ---",,"unspecified",0
41943,"POI","HSSF","dev","RESOLVED","major","WORKSFORME","data formats that contains spaces e.g. ""# ##0"" wrongly interpreted by excel","2014-07-28 18:13:57",,"POI Developers List",,,"All",,,3,"2007-03-25 09:39:12","All",,"P2","marek","Marek Lewczuk","data formats that contains spaces e.g. ""# ##0"" wrongly interpreted by excel"," ---",,"3.0-dev",0
41971,"POI","HSSF","dev","RESOLVED","critical","FIXED","Excel doesn't reevaluate formula cells, worked with 2.5.1","2008-01-24 07:44:05",,"POI Developers List",,,"All",,,9,"2007-03-28 08:59:33","All",,"P2","julien.oster","Julien Oster","Excel doesn't reevaluate formula cells, worked with 2.5.1"," ---",,"3.0-FINAL",17
41972,"POI","HSSF","dev","RESOLVED","critical","WORKSFORME","Problem with Excel when reading large size file.","2008-05-27 06:56:34",,"POI Developers List",,,"PC",,,3,"2007-03-28 09:24:30","Linux",,"P2","vvairam","Vedamoorthi","Problem with Excel when reading large size file."," ---",,"2.5-FINAL",0
42016,"POI","HSSF","dev","RESOLVED","normal","FIXED","Incorrect formula with auto-fill cells (shared formula)","2014-07-28 19:11:43",,"POI Developers List",,,"Other",,,4,"2007-04-01 21:11:56","other",,"P2","trancongkhanh","Khanh Tran","Incorrect formula with auto-fill cells (shared formula)"," ---",,"3.0-dev",0
42074,"POI","HSSF","dev","RESOLVED","regression","WORKSFORME","Unable to read Double Byte Characters","2008-01-09 05:49:10",,"POI Developers List",,,"PC",,,2,"2007-04-09 21:08:45","Windows XP",,"P2","stanley1610","Stanley Stein","Unable to read Double Byte Characters"," ---",,"2.5-FINAL",0
42265,"POI","HSSF","dev","RESOLVED","normal","INVALID","Data is not coming as it is","2011-11-28 17:33:09",,"POI Developers List",,,"Other",,,2,"2007-04-26 07:42:24","other",,"P2","koteswar.n","koteswar","Data is not coming as it is"," ---",,"unspecified",0
42331,"POI","HSSF","dev","RESOLVED","normal","INVALID","autoSizeColumn. Exception in non graphical environment","2007-05-03 17:04:42",,"POI Developers List",,,"Other",,,2,"2007-05-03 16:57:31","other",,"P2","roberjruiz","Roberto","autoSizeColumn. Exception in non graphical environment"," ---",,"3.0-dev",0
42420,"POI","HSSF","dev","RESOLVED","normal","FIXED","File Error: data may have been lost","2008-04-30 19:17:37",,"POI Developers List",,41038,"Other","PatchAvailable",,8,"2007-05-15 03:50:46","other",,"P2","nisarg.shah","N Shah","File Error: data may have been lost"," ---",,"3.0-dev",4
